     -0.00967473     -0.30361679     -0.66298548     -0.15262214     -0.38176350      0.22546316     -0.07973515     -0.13914266      0.03254595     -0.20275109     -0.23569959      0.27297736     -0.00516629      0.21278514      0.07100855
     -0.16883996      0.05698456      0.22087179      0.56519496     -0.37377079     -0.10252676     -0.40529396     -0.21519170      0.25438986     -0.22276063      0.11811810      0.26280958      0.06868418     -0.17211298      0.08678412
      0.25285109      0.01279372      0.12101371      0.00681364      0.14803155      0.52414772     -0.59912527      0.41054019      0.13873384      0.09454079     -0.11012102     -0.02119314     -0.19946765      0.11825980      0.05039685
     -0.03293699     -0.16952689     -0.16149847     -0.04626163     -0.02909866      0.03401035     -0.02174227     -0.01940549     -0.03508327      0.03292129     -0.12105170     -0.23944238     -0.36602165     -0.79380414      0.31733811
     -0.21557842     -0.44179175      0.22549601      0.12558017      0.28536104     -0.17148724     -0.07851800     -0.04517692     -0.23785012      0.30363508     -0.43240042      0.30688471      0.09066791      0.12768220      0.34386572
      0.49080178      0.25486522     -0.17983976      0.11754811      0.35202390     -0.35925557     -0.19445598     -0.16272720     -0.23098570     -0.45051026     -0.18517409      0.02156420     -0.09806100      0.05949636      0.16277175
      0.01280924     -0.50020746     -0.07354618     -0.05092212      0.22068714     -0.10014806     -0.16718422     -0.11305713      0.21779489     -0.13015628      0.54313720     -0.36206182      0.13036587      0.19479126      0.31106339
     -0.13881022      0.26720202     -0.00487229      0.16302216     -0.29733779      0.07004704      0.00476900      0.01276349     -0.10318595      0.02472690     -0.33621073     -0.63378779      0.24937387      0.23848896      0.37971721
      0.50628141     -0.20504600      0.20385104      0.02660178     -0.53026657     -0.12760338      0.08868144      0.21245496     -0.42249267      0.14136547      0.25052030      0.07502000     -0.09812459      0.06253739      0.16880039
     -0.04669235      0.38338322     -0.46197011      0.02249101      0.07172826     -0.17705241     -0.17261496      0.18545952     -0.00995463      0.49656210      0.29935071      0.22855670      0.23679959     -0.08373560      0.29090123
     -0.16335729      0.24141395      0.05694942      0.11276024      0.10370072      0.38559989      0.22851179     -0.35090115     -0.16531676      0.01947635      0.26859758      0.14845543     -0.50388015      0.24899819      0.35566456
      0.27127187      0.01215268      0.12280739     -0.03623633      0.12335618      0.50813506      0.15017259     -0.21681039     -0.11964248     -0.11942877      0.04683028      0.15442427      0.63038061     -0.29713455      0.16311493
     -0.00051306      0.20968166      0.32555195     -0.73116037     -0.18824666     -0.17749439     -0.20056853     -0.22000119      0.23676544     -0.02092011     -0.07289075      0.13309652     -0.00806274      0.01818803      0.28278150
     -0.21076852      0.04179792      0.05384905     -0.01697128      0.03935198     -0.03155119      0.30901915      0.64919391      0.12898368     -0.48942338      0.02705598      0.21928600      0.02793559     -0.00488527      0.35405864
      0.44315848     -0.02752247     -0.01166014      0.21492418      0.00663907     -0.04837340      0.38710909     -0.06649923      0.67290553      0.25567270     -0.20411844      0.04075118     -0.08157558      0.06899087      0.16418090
