      0.27777687      0.21014367     -0.19248750     -0.30799976      0.00000000     -0.00000000      0.00000000     -0.00000000     -0.00000000     -0.00000000     -0.00000000     -0.27740483     -0.61517194      0.53643486      0.06010030
      0.35354077      0.00009982      0.45164569     -0.03302634     -0.00000000     -0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     -0.00000000      0.52167261      0.29075449      0.55619253      0.06247994
      0.27347056     -0.50779192     -0.14112681     -0.07719525      0.00000000     -0.00000000      0.00000000     -0.00000000      0.00000000      0.00000000      0.00000000     -0.58493704      0.49415927      0.21632131      0.09135483
      0.34767857      0.08962966     -0.06063567      0.12313682     -0.00000000      0.00000000     -0.00000000     -0.00000000     -0.00000000      0.00000000      0.00000000      0.06410142     -0.05498157     -0.29370463      0.87112135
     -0.06683678     -0.14010685      0.43679673     -0.71137314      0.10682581      0.14949078     -0.25152257      0.13578790     -0.23056742      0.05633497     -0.13559221     -0.06162129     -0.06143759     -0.27355054      0.08047806
     -0.10653109     -0.11882578      0.06064089     -0.15970531      0.14910951     -0.01671951     -0.02214666     -0.92022129      0.15863847     -0.09197120      0.18317343      0.03274474     -0.04218651     -0.00793679      0.07379220
      0.16314327      0.00030515     -0.47595724     -0.19455120     -0.06361165      0.08860501      0.05294882     -0.09380451     -0.68773832      0.03920406      0.31060346      0.28941011      0.13012483     -0.05666693     -0.10296247
      0.06005805     -0.00809572      0.32646971      0.38081116     -0.16894015     -0.16061999     -0.03065486     -0.24453342     -0.60297512     -0.17328195     -0.39849824     -0.22570123     -0.15579697      0.01715448     -0.04168339
      0.24973733     -0.18612994     -0.21404533      0.15527330     -0.17164818      0.18323571     -0.76819833     -0.09474770      0.14982138      0.18054763     -0.21536446      0.17085026     -0.10791743     -0.06180776     -0.15759301
     -0.08423130      0.11175847     -0.06216330     -0.11732982      0.07296768     -0.89573180     -0.34133733      0.05427316     -0.03325163      0.08640699      0.10896016      0.00456799      0.10793799      0.03057534      0.05116251
      0.29725061     -0.27385682      0.19300299     -0.01514745     -0.40579941     -0.14995133      0.02102921      0.11495303      0.13156526     -0.48872561      0.45476592      0.02305621     -0.23595458     -0.22596436     -0.16765949
      0.26906783     -0.38805181      0.08065238      0.03907151      0.07844930     -0.22430777      0.38785833     -0.04140995      0.03331830      0.63942294     -0.07133824      0.11361799     -0.27760403     -0.17834992     -0.15338537
      0.23991414      0.22094474     -0.21678857     -0.34577644     -0.32932520     -0.15386542      0.26193559     -0.14177086      0.20557132     -0.18820990     -0.56792969      0.10156680      0.20504481     -0.18362934     -0.14114359
      0.46977252      0.21018566      0.02538867      0.09519510      0.72242359      0.00167173     -0.04748149      0.02159509      0.01403820     -0.24052754     -0.00453422     -0.07877290      0.03768988     -0.22694696     -0.28915023
     -0.21835657     -0.53891347     -0.25827949     -0.01559545      0.31273252     -0.10646981      0.06420061      0.13689973     -0.02610019     -0.41922497     -0.31633343      0.32542735     -0.20868702      0.13632163      0.13566876
